Generated by http://statistics.gov.scot,2024-03-03T15:29:57+00:00
http://statistics.gov.scot/data/residential-properties-sales-and-price,House Prices - Residential Properties Sales and Price
measure type,Median
Sales,Price - Median
Measure (cell values): ,Median(Pounds (GBP))

,,http://reference.data.gov.uk/id/year/2004,http://reference.data.gov.uk/id/year/2005,http://reference.data.gov.uk/id/year/2006,http://reference.data.gov.uk/id/year/2007,http://reference.data.gov.uk/id/year/2008,http://reference.data.gov.uk/id/year/2009,http://reference.data.gov.uk/id/year/2010,http://reference.data.gov.uk/id/year/2011,http://reference.data.gov.uk/id/year/2012,http://reference.data.gov.uk/id/year/2013,http://reference.data.gov.uk/id/year/2014,http://reference.data.gov.uk/id/year/2015,http://reference.data.gov.uk/id/year/2016,http://reference.data.gov.uk/id/year/2017,http://reference.data.gov.uk/id/year/2018,http://reference.data.gov.uk/id/year/2019,http://reference.data.gov.uk/id/year/2020,http://reference.data.gov.uk/id/year/2021,http://reference.data.gov.uk/id/year/2022
http://statistics.gov.scot/id/statistical-geography/S02002433,Westwood East,60000,70500,75000,88000,85750,79000,95000,88750,93745,79000,78500,69000,88000,92000,85000,94500,100000,107250,98350
http://statistics.gov.scot/id/statistical-geography/S02002432,Westwood South,67000,70500,76747.5,90000,85000,85000,74250,85000,78100,70000,74000,71500,85000,69750,92000,79000,72500,87900,122523.5
http://statistics.gov.scot/id/statistical-geography/S02001378,Whisky Isles,70000,95000,100000,130000,125000,107500,120000,115000,98000,140000,161500,166500,137500,148250,185000,162250,170000,180000,225000
http://statistics.gov.scot/id/statistical-geography/S02002498,Whitburn Central,52100,72250,78500,85750,93500,82638.5,74000,74000,76000,68500,82500,77000,81000,89250,100000,104000,110000,110250,125500
http://statistics.gov.scot/id/statistical-geography/S02002499,"Whitburn, Croftmalloch and Greenrigg",76000,87000,85000,105000,93000,92750,87250,78000,159995,160000,173000,178000,180995,188495,169500,199995,195000,210000,216250
http://statistics.gov.scot/id/statistical-geography/S02001563,Whitecraigs and Broom,258500,323000,361254.5,441250,365000,395000,380000,390750,357777.5,337608,378354,399500,380000,404000,414000,390000,435064.5,489000,494000
http://statistics.gov.scot/id/statistical-geography/S02002460,Whitecrook,56650,55250,66497.5,79000,76475,75000,79995,75000,73500,68000,68250,70000,70000,70250,83500,80000,79250,95493,90000
http://statistics.gov.scot/id/statistical-geography/S02002398,Whitehill,66000,103000,106000,118000,114000,95750,93000,88500,82000,99000,88000,113000,106072.5,112500,106000,117500,116000,118500,141250
http://statistics.gov.scot/id/statistical-geography/S02002430,Whitehills West,60000,80000,75399.5,99500,105000,81000,105000,74500,70000,72500,80000,79000,82475,101000,95758,89000,96500,116100,115000
http://statistics.gov.scot/id/statistical-geography/S02001961,Whiteinch,71000,75000,85000,95000,105000,95000,90500,80000,69997.5,65000,80000,77500,78500,82500,96000,97500,95000,88750,97750
http://statistics.gov.scot/id/statistical-geography/S02001462,Whitfield,33500,40000,60000,64000,65000,68000,74750,46000,71500,75600,75000,67000,110000,87500,82297,90000,114500,121143.5,162500
http://statistics.gov.scot/id/statistical-geography/S02002405,Whitlawburn and Greenlees,165000,197247.5,194745,152995,153500,83250,134600,185000,160000,157250,146500,150900,145437.5,185000,165000,146650,171493,198598,198000
http://statistics.gov.scot/id/statistical-geography/S02002028,Wick North,46125,50750,66000,69500,66000,70500,72250,74000,79500,90000,75000,78000,100000,74000,77000,92000,89111,85000,95000
http://statistics.gov.scot/id/statistical-geography/S02002027,Wick South,42000,46625,54250,68500,69000,69000,69063,68000,73000,63000,65000,80000,60000,79375,65000,80000,93500,93000,82750
http://statistics.gov.scot/id/statistical-geography/S02001569,Williamwood,182640.5,193500,205500,232500,218633,230055,233000,256875,230240,215259,247540,250101,260000,272500,275101,290075,294000,330000,351072.5
http://statistics.gov.scot/id/statistical-geography/S02001626,Willowbrae and Duddingston Village,148574,151000,165000,173000,185000,170000,171000,170057.5,170000,162500,165800,180000,212000,217000,235000,248750,260611,250000,307250
http://statistics.gov.scot/id/statistical-geography/S02002510,"Winchburgh, Bridgend and Philpstoun",71000,69000,92000,113500,100206.5,120000,106000,102000,102500,142495,172995,216000,201000,187995,170000,160000,209995,242000,283995
http://statistics.gov.scot/id/statistical-geography/S02001812,Windygates and Coaltown,74100,60000,117750,131500,144750,120000,103000,111500,115115,140500,103750,160000,125000,150500,150500,124000,136750,145000,187000
http://statistics.gov.scot/id/statistical-geography/S02002144,Wishaw East,65000,78000,85000,95000,112000,84000,79975,85500,84500,75000,75000,78000,92124.5,90000,95000,97000,102125,120000,125000
http://statistics.gov.scot/id/statistical-geography/S02002142,Wishaw North,51900,65000,78000,86500,94995,83750,72000,73000,72000,80000,68500,69000,86250,101000,90000,85000,95500,91750,100000
http://statistics.gov.scot/id/statistical-geography/S02002141,Wishaw South,47000,58000,64000,78500,77500,73758,71100,76000,58750,80000,70000,66500,61500,80000,81500,90250,85000,86050,100000
http://statistics.gov.scot/id/statistical-geography/S02002387,Woodhead and Meikle Earnock,51250,66750,76372,83000,85500,83000,76000,75000,73000,65000,78500,76500,80000,84000,90000,85000,100000,105000,110000
http://statistics.gov.scot/id/statistical-geography/S02001522,Woodhill East,129000,140000,141000,162000,155500,148500,150000,142800,133500,165000,249999,159250,168900,167500,169250,192000,178000,202000,215055
http://statistics.gov.scot/id/statistical-geography/S02001523,Woodhill West,140000,136000,147500,175000,178021,156500,163875,160497.5,161500,158750,165500,149995,184500,194500,180000,190000,204000,245250,255000
http://statistics.gov.scot/id/statistical-geography/S02001937,Woodlands,157500,162500,175000,200000,200000,167500,170000,183000,178101,190550,180000,205000,228530,225292.5,244200,247000,281777.5,279750,296750
http://statistics.gov.scot/id/statistical-geography/S02001267,Woodside,45500,56500,72000,100000,97000,95125,105000,96000,85500,85189,110000,122389,108000,92000,100000,85000,110000,139000,133500
http://statistics.gov.scot/id/statistical-geography/S02001938,Woodside,101745,99000,100000,125000,123000,92300,115000,110000,106000,115500,125000,121000,126500,120000,138000,136750,140000,140000,162500
http://statistics.gov.scot/id/statistical-geography/S02001949,Wyndford,53000,59997.5,69500,85000,80000,72750,68000,64997.5,50000,54500,67500,65000,62250,65500,75200,86000,85000,87500,95500
http://statistics.gov.scot/id/statistical-geography/S02001965,Yoker North,92000,95250,100000,120000,139950,95000,121250,103000,100000,90000,102551,120000,108002.5,123000,119000,135000,142632.5,155000,157500
http://statistics.gov.scot/id/statistical-geography/S02001964,Yoker South,67000,70000,94000,101000,116712.5,96000,80000,80000,68000,63500,68500,74125,72000,81750,85000,82500,82000,91000,110000
http://statistics.gov.scot/id/statistical-geography/S02001315,Ythanside,121000,135000,145000,197250,235000,192250,230000,245000,178250,235000,225000,250000,236250,227000,227000,277000,255000,274750,267000
http://statistics.gov.scot/id/statistical-geography/S02001316,Ythsie,117500,136000,157500,196250,210000,200000,240000,173000,219000,245000,235750,260000,230500,236256,228500,200000,234000,220000,264500
http://statistics.gov.scot/id/statistical-geography/S01009308,Abbey Parks North,76000,85000,91000,102000,111000,90000,92000,80250,114000,86000,79500,100000,92000,103000,97500,97750,142000,119000,150000
http://statistics.gov.scot/id/statistical-geography/S01009309,Abbey Parks South and Brucefield North West,69764.5,120500,116000,95200,91000,109950,110000,132500,87500,84000,85250,101000,82500,107000,94000,157500,108000,121250,118100.5
http://statistics.gov.scot/id/statistical-geography/S01008686,Abbeyhill - 01,135000,138500,119188,148500,126500,166000,117875,165000,125000,155777,145500,123750,154000,170750,209995,228495,156000,235000,225000
http://statistics.gov.scot/id/statistical-geography/S01008687,Abbeyhill - 02,99950,102000,121750,133500,129250,128031.5,125000,110000,118000,105000,119075.5,145950,136556.5,161250,165000,191100,167000,200000,186925
http://statistics.gov.scot/id/statistical-geography/S01008688,Abbeyhill - 03,123695,125000,141800,154000,149653,155000,150000,127000,130000,146000,150000,147500,161500,178753,201495,210900,225250,190000,227500
http://statistics.gov.scot/id/statistical-geography/S01009340,Abbeyview Central,63000,60000,76500,81000,82000,70000,0,0,64500,57750,64500,0,75000,95000,100000,98000,101000,0,118000
http://statistics.gov.scot/id/statistical-geography/S01009338,Abbeyview East,57500,56000,71000,81800,84000,72000,121250,129500,129500,130495,126495,137200,139995,115425,135000,135000,120000,151000,141600
http://statistics.gov.scot/id/statistical-geography/S01009345,Abbeyview Linburn,71000,82500,86250,103750,116000,89179.775,94538.84,80000,92500,93997.5,87500,90000,107000,105250,110034,115500,116750,120500,145000
http://statistics.gov.scot/id/statistical-geography/S01009339,Abbeyview North,57250,58000,70068.5,82000,76948.5,72000,64500,69000,67500,65000,70000,78000,85750,82500,91000,106750,99000,128575.5,132000
http://statistics.gov.scot/id/statistical-geography/S01009344,Abbeyview South East,51000,59250,75374,84125,0,0,82500,61537.5,75000,0,73750,119995,109292,87500,87500,106000,103000,105500,137000
http://statistics.gov.scot/id/statistical-geography/S01009341,Abbeyview West,56250,48240,70000,88000,0,70000,75500,78000,65000,73500,77500,75167,82500,91000,95011,92000,105000,120000,139500
http://statistics.gov.scot/id/statistical-geography/S01007027,Aberchirder and Whitehills - 01,57000,75000,86052,125000,125000,90000,150000,120000,75824.5,102000,138500,112500,108000,90000,125000,131000,144550,117117,132500
http://statistics.gov.scot/id/statistical-geography/S01007028,Aberchirder and Whitehills - 02,103900,117000,170000,155000,180000,160000,175000,125000,117500,142500,183826,157500,150000,180000,193000,217500,152000,180050,260000
http://statistics.gov.scot/id/statistical-geography/S01007029,Aberchirder and Whitehills - 03,84200,0,0,181500,151125,170000,120500,0,177500,185000,200000,200000,199000,160000,179540,210000,165000,243750,210000
http://statistics.gov.scot/id/statistical-geography/S01007030,Aberchirder and Whitehills - 04,87000,62250,119500,140000,105000,0,181000,0,98500,101000,127500,125000,90000,160000,144500,151250,152500,193000,211000
http://statistics.gov.scot/id/statistical-geography/S01007031,Aberchirder and Whitehills - 05,106000,85500,110000,75275,140000,0,199000,120000,0,130775,93750,105000,160000,0,139997.5,0,101000,165000,95000
http://statistics.gov.scot/id/statistical-geography/S01009454,Aberdour,123000,125000,139825,173000,154000,180000,176000,125000,177000,214000,185000,190000,166000,146375,187071.5,207500,197500,232500,220000
http://statistics.gov.scot/id/statistical-geography/S01009636,Aberhill,27250,35000,47000,57500,61000,47750,40000,0,34500,27500,33750,35250,40000,39500,39999.5,33000,37500,39000,42750
http://statistics.gov.scot/id/statistical-geography/S01011871,Aberuthven and Almondbank - 01,130000,110000,189500,174500,175997.5,269997.5,484500,116500,114500,220000,222350,280495,250000,229500,225000,297500,260000,255500,277500
http://statistics.gov.scot/id/statistical-geography/S01011872,Aberuthven and Almondbank - 02,235000,279975,340500,347110,315000,315000,204000,281750,223500,358500,375250,217500,281250,305000,315000,254650,444950,410000,440000
http://statistics.gov.scot/id/statistical-geography/S01011873,Aberuthven and Almondbank - 03,160000,106575,153500,221750,135000,237552.5,117000,155000,173500,232000,188500,210000,208500,180000,138000,275000,262500,182500,370250
http://statistics.gov.scot/id/statistical-geography/S01011874,Aberuthven and Almondbank - 04,118000,51000,139500,161250,143000,135000,168775,129000,120000,214501,120000,149000,163500,135000,164625,187500,0,235000,186750
http://statistics.gov.scot/id/statistical-geography/S01011875,Aberuthven and Almondbank - 05,90000,88463.5,97567,125000,104500,128000,0,155000,125000,116250,139960,125000,131500,122250,132500,232500,315000,210800,150000
http://statistics.gov.scot/id/statistical-geography/S01006794,Aboyne and South Deeside - 01,185777,48000,116000,173428,185000,131500,157000,160000,202500,191000,185000,211000,0,235672.5,240000,170000,143000,190000,149151
http://statistics.gov.scot/id/statistical-geography/S01006795,Aboyne and South Deeside - 02,115000,161151,180000,235250,146500,280000,240000,255000,250000,320000,220886,295000,225000,250000,280000,235000,235000,376000,335000
http://statistics.gov.scot/id/statistical-geography/S01006796,Aboyne and South Deeside - 03,150000,0,250000,255968.5,402500,276000,310000,312500,320061.5,329000,319000,365000,345000,338875,305000,349500,295000,365000,300000
http://statistics.gov.scot/id/statistical-geography/S01006797,Aboyne and South Deeside - 04,280513.5,208160.5,168000,203500,317999.5,290500,235000,298000,209500,343000,320000,405000,425525,340500,367000,280000,414700,345000,246000
http://statistics.gov.scot/id/statistical-geography/S01006798,Aboyne and South Deeside - 05,165000,300000,0,405000,0,335000,260000,225000,135000,275000,305575,240734,0,298081,278000,440000,0,325000,345000
http://statistics.gov.scot/id/statistical-geography/S01006799,Aboyne and South Deeside - 06,76500,93450,132000,169150,155000,145000,175000,145000,171203,156995,213000,195000,202500,186250,271500,185000,191750,222500,180000
http://statistics.gov.scot/id/statistical-geography/S01006800,Aboyne and South Deeside - 07,225000,247975.5,511844.5,355000,427500,390000,420000,455000,365250,405000,385000,457500,297500,365000,365000,440000,428000,375095,375000
http://statistics.gov.scot/id/statistical-geography/S01011760,Abronhill North - 01,35050,56000,60000,67750,71000,65000,61000,48997.5,55000,54900,42500,67500,56000,50000,71000,72500,61500,95000,70000
http://statistics.gov.scot/id/statistical-geography/S01011761,Abronhill North - 02,76750,62497.5,76500,85000,100997.5,79336.5,67925,0,66000,63000,70000,82875.5,87000,67000,84000,88500,67000,93750,89000
http://statistics.gov.scot/id/statistical-geography/S01011762,Abronhill North - 03,39500,46500,56000,65000,71500,62970.5,72250,55000,50000,71000,38500,54500,69000,40000,48500,55997.5,79000,53500,61500
http://statistics.gov.scot/id/statistical-geography/S01011763,Abronhill North - 04,37000,65000,80000,93000,85562.5,73000,77689,60750,90000,79000,92500,93500,85000,97000,82500,96500,90000,103750,119750
http://statistics.gov.scot/id/statistical-geography/S01011764,Abronhill North - 05,60000,0,85000,92000,0,85149,"",0,"",0,83000,92000,0,0,0,0,102000,"",0
http://statistics.gov.scot/id/statistical-geography/S01011765,Abronhill North - 06,80500,96000,117000,129497.5,116500,122500,157500,134000,113000,114000,124995,109995,107997.5,123000,131000,140000,144650,153137.5,172250
http://statistics.gov.scot/id/statistical-geography/S01011755,Abronhill South - 01,35000,50000,57000,64500,70000,69950,84250,54550,50000,53000,46000,46375,55000,42750,56000,53000,51500,50000,102500
http://statistics.gov.scot/id/statistical-geography/S01011756,Abronhill South - 02,42250,46750,56000,71000,72000,60000,70000,61000,56750,60000,58000,36000,67500,63387.5,64875,57000,60000,83000,56000
http://statistics.gov.scot/id/statistical-geography/S01011757,Abronhill South - 03,63000,61500,66123,70000,77250,80000,67000,73050,58997.5,0,60000,70000,0,67000,60860,80000,53250,63000,99500
http://statistics.gov.scot/id/statistical-geography/S01011758,Abronhill South - 04,56625,65000,78497.5,90500,85000,98000,80000,0,0,63000,80500,75000,79500,83000,92000,91000,95000,103750,106775
http://statistics.gov.scot/id/statistical-geography/S01011759,Abronhill South - 05,66000,76995,86750,90500,95000,98000,0,81500,74250,70000,80000,72750,90000,85000,90500,98500,100000,98750,116067
http://statistics.gov.scot/id/statistical-geography/S01009372,Admiralty Central,77500,78250,85000,96850,115500,0,82000,0,0,80000,89500,96020,0,97250,0,119000,115500,125000,137500
http://statistics.gov.scot/id/statistical-geography/S01009367,Admiralty North,64000,51500,83000,93500,99500,75000,84000,85000,80780,85000,89500,86275,98350,95000,97500,113500,127750,108000,128755.5
http://statistics.gov.scot/id/statistical-geography/S01009371,Admiralty North East,65775,77500,85000,94000,96950,80250,78000,0,75400,80000,90000,94850,95000,111250,100939.5,110000,128800,111000,127500
http://statistics.gov.scot/id/statistical-geography/S01009376,Admiralty South,65000,60000,80100,93750,82750,0,65000,75000,81500,78500,87000,0,93000,0,0,0,0,0,139000
http://statistics.gov.scot/id/statistical-geography/S01009375,Admiralty South East,67000,69000,84975,85000,93350,79000,90000,74250,72750,74000,71500,91500,93000,84000,103134,0,101425,112000,135000
http://statistics.gov.scot/id/statistical-geography/S01009374,Admiralty South West,57500,80875,72500,95075,89175,123000,0,95000,94000,65500,87250,106000,95500,87500,104250,108000,115000,110000,137550
http://statistics.gov.scot/id/statistical-geography/S01011663,Airdrie North - 01,59500,67000,75500,87500,81995,0,71500,60500,75000,"",0,60000,66500,95000,77500,75750,0,89000,130000
http://statistics.gov.scot/id/statistical-geography/S01011664,Airdrie North - 02,26950,54250,69995,84000,81000,0,74000,0,65750,0,60500,80000,64050,64000,73500,74250,0,87000,100000
http://statistics.gov.scot/id/statistical-geography/S01011665,Airdrie North - 03,74500,78151,85000,85000,68500,83100,75000,75500,0,68500,67000,77500,73000,80000,78000,76000,80000,60777,90500
http://statistics.gov.scot/id/statistical-geography/S01011666,Airdrie North - 04,34000,38995,56000,72250,66000,52000,63500,44750,0,36000,51000,42000,48500,47750,45000,50000,51500,55555,72500
http://statistics.gov.scot/id/statistical-geography/S01011667,Airdrie North - 05,36000,22650,116695,129995,75000,82000,84500,80000,59000,48000,74500,116000,106000,66000,138000,65750,70500,110000,94500
http://statistics.gov.scot/id/statistical-geography/S01011668,Airdrie North - 06,39995,17550,52000,55500,64500,64000,0,0,58000,0,0,55000,60500,57750,57500,50750,60000,62500,80500
http://statistics.gov.scot/id/statistical-geography/S01010239,Alexandra Parade - 01,63615.5,62997.5,71500,87500,85000,89000,48000,65375,55500,71250,60000,73500,64500,81050,86500,97485,100000,116750,137000
http://statistics.gov.scot/id/statistical-geography/S01010240,Alexandra Parade - 02,82500,80000,90000,105500,102750,101500,95000,84225,68250,67500,90000,82000,93000,107627.5,116000,126500,125750,145862.5,144500
http://statistics.gov.scot/id/statistical-geography/S01010241,Alexandra Parade - 03,66500,79475,88762.5,100000,90000,72000,100000,98000,57375,65000,65000,95000,91150,92000,98500,115000,117275,131000,140000
http://statistics.gov.scot/id/statistical-geography/S01013223,Alexandria - 01,92995,109500,73500,125000,110000,110000,125000,75500,151110.64,111500,160000,124995,125995,114000,128000,110000,130000,99500,105000
http://statistics.gov.scot/id/statistical-geography/S01013224,Alexandria - 02,51500,78200,74050,80000,64500,60000,70000,75500,0,60000,67000,67250,55000,73500,100050,62000,74000,82500,86500
http://statistics.gov.scot/id/statistical-geography/S01013225,Alexandria - 03,120000,58750,50000,83999.5,55700,0,85000,0,0,117250,0,62500,66000,70000,179995,122500,62000,182500,99025
http://statistics.gov.scot/id/statistical-geography/S01013226,Alexandria - 04,86500,144000,128000,143250,152000,101750,116500,142890.215,132525,128000,0,130000,118250,205000,116750,129000,130000,128000,134525
http://statistics.gov.scot/id/statistical-geography/S01013227,Alexandria - 05,87250,100000,0,96000,127000,0,106500,0,50000,75000,0,0,174000,178400,129000,0,137757,155000,101569
http://statistics.gov.scot/id/statistical-geography/S01011426,Allanton - Newmains Rural - 01,94000,132497.5,137497.5,113500,174500,175000,165995,162497.5,147995,159995,163400,171500,140000,143750,147750,153000,185000,151101,190200
http://statistics.gov.scot/id/statistical-geography/S01011427,Allanton - Newmains Rural - 02,32250,57000,70000,60500,68500,0,76000,0,60000,0,136500,130000,75000,59912,0,64375,62750,53606,86637.5
http://statistics.gov.scot/id/statistical-geography/S01011428,Allanton - Newmains Rural - 03,18800,39800,30680,33520,65500,42940,0,55000,43000,61250,70000,75000,0,93044,66000,137500,107500,76000,118000
http://statistics.gov.scot/id/statistical-geography/S01011429,Allanton - Newmains Rural - 04,52500,75000,96500,100000,100000,95500,106000,91579,72500,105000,90000,104000,135000,160160,160000,280000,113500,125000,187500
http://statistics.gov.scot/id/statistical-geography/S01007467,Alloa North - 01,51500,67000,71000,83000,85000,80000,80125,82000,72500,84250,119000,131750,67500,88750,87000,75000,76500,94500,96250
http://statistics.gov.scot/id/statistical-geography/S01007468,Alloa North - 02,58625,69000,78000,122000,95000,91000,121250,89000,97500,102000,115000,89500,111250,125000,132500,122750,131500,142500,115500
http://statistics.gov.scot/id/statistical-geography/S01007469,Alloa North - 03,48500,69000,75500,86536.5,0,0,0,0,76250,70500,80000,84000,88000,92000,86250,192250,167500,195000,205000
http://statistics.gov.scot/id/statistical-geography/S01007470,Alloa North - 04,43997.5,66125,68750,69000,73000,63000,69950,77500,55000,75500,77750,71000,69485,63000,85000,71000,92000,84000,0
http://statistics.gov.scot/id/statistical-geography/S01007471,Alloa North - 05,68000,79500,84500,100000,97200,0,102500,0,0,0,89000,82250,0,98000,93000,0,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01007472,Alloa North - 06,59950,69995,77750,95720,63500,85250,0,74000,85500,76500,84995,80000,84500,89000,92000,95750,95000,108848.5,103000
http://statistics.gov.scot/id/statistical-geography/S01007473,Alloa North - 07,33680,69000,48750,78010.2,71500,82000,79050,0,69000,70750,77000,68000,84000,58600,57500,79497.5,101000,106000,120539.5
http://statistics.gov.scot/id/statistical-geography/S01007474,Alloa North - 08,154000,143000,115000,155000,195000,0,165000,155000,135000,157500,151000,138000,162000,125001,0,170000,183006,175000,185000
http://statistics.gov.scot/id/statistical-geography/S01007475,Alloa North - 09,60000,128450,144950,162225,175000,145500,117500,110921.5,139500,215995,220995,185495,192000,204247.5,208000,197250,190000,265000,224500
http://statistics.gov.scot/id/statistical-geography/S01007461,Alloa South and East - 01,34000,35500,62500,65000,75000,0,67000,71000,45000,83500,57000,63790,54000,63750,65000,77000,0,63000,115000
http://statistics.gov.scot/id/statistical-geography/S01007462,Alloa South and East - 02,50625,59999,80000,111222.5,110000,90000,79500,56000,55000,75000,75350,93750,90000,96500,94000,95000,95500,103000,115000
http://statistics.gov.scot/id/statistical-geography/S01007463,Alloa South and East - 03,29500,50000,61500,93000,84000,0,99000,0,0,"",0,0,73500,67250,0,0,72000,90200,0
http://statistics.gov.scot/id/statistical-geography/S01007464,Alloa South and East - 04,0,39275,71450,65400,80000,0,72250,0,"",67000,0,0,70000,0,0,62000,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01007465,Alloa South and East - 05,35750,40000,49500,65500,64000,0,54000,81000,42000,55797.5,78000,0,69995,0,0,80000,70000,0,60000
http://statistics.gov.scot/id/statistical-geography/S01007466,Alloa South and East - 06,35995,39000,58625,65000,80000,71150,75000,55000,60000,47000,50750,60000,46000,52500,52300,50000,45000,51000,63750
http://statistics.gov.scot/id/statistical-geography/S01007476,Alloa West - 01,122500,81500,128500,166750,160000,0,163500,89010,83750,113757,155000,132500,193495,163000,175000,165000,116025,195500,150000
http://statistics.gov.scot/id/statistical-geography/S01007477,Alloa West - 02,79125,77250,145100,138750,93000,142000,111500,92631,116000,140000,140000,121000,84000,155000,110000,177500,95000,187000,205125
http://statistics.gov.scot/id/statistical-geography/S01007478,Alloa West - 03,96000,78000,138995,115000,138265,134000,137750,99000,108000,82000,108995,125250,117250,118500,149475,148500,105000,128000,120750
http://statistics.gov.scot/id/statistical-geography/S01007479,Alloa West - 04,86600,64625,75000,115000,80500,114000,86000,110000,94950,85500,120000,79000,109995,103500,81500,122000,125000,125000,153250
http://statistics.gov.scot/id/statistical-geography/S01007480,Alloa West - 05,60000,94750,89500,116995,98000,96250,79000,108750,113500,117000,99997.5,118000,103500,109500,145000,91000,105000,146575,172652.5
http://statistics.gov.scot/id/statistical-geography/S01012451,Alloway and Doonfoot - 01,215000,230000,242000,265000,230000,245000,250000,216000,230000,219805.5,290000,220000,250000,245000,268561.5,243000,265000,406000,465000
http://statistics.gov.scot/id/statistical-geography/S01012452,Alloway and Doonfoot - 02,123575,135000,153000,160050,160000,150000,150000,180000,144250,145000,157666.5,150255,170000,168000,168250,165500,169680,185500,197550
http://statistics.gov.scot/id/statistical-geography/S01012453,Alloway and Doonfoot - 03,310722,301500,350000,386025,387500,360000,382500,249999,275000,285000,332500,275000,305000,322500,349000,370000,360525,426250,380000
http://statistics.gov.scot/id/statistical-geography/S01012454,Alloway and Doonfoot - 04,165650,178000,189000,220000,185000,0,217500,145000,183000,160000,175797.5,190000,198000,216500,220000,190000,200000,280000,321546.5
http://statistics.gov.scot/id/statistical-geography/S01012455,Alloway and Doonfoot - 05,333000,375000,499000,480000,490000,470000,392500,335000,483750,305000,313050,345550,387500,411000,0,350000,422500,501000,463777.5
http://statistics.gov.scot/id/statistical-geography/S01012456,Alloway and Doonfoot - 06,212212,250000,280297.5,285000,280000,249975,268750,250000,204000,239750,200000,238000,238250,275000,250104,230000,275000,280500,360000
http://statistics.gov.scot/id/statistical-geography/S01012457,Alloway and Doonfoot - 07,262500,260000,285000,268500,288000,236249.5,265750,260000,271000,255000,290000,288500.5,300000,312500,327500,270000,330216.5,335000,396000
http://statistics.gov.scot/id/statistical-geography/S01012458,Alloway and Doonfoot - 08,218000,250000,322500,300000,257500,292000,235000,227500,231250,278500,242000,246000,235000,310275.5,255000,275000,272000,257500,353750
http://statistics.gov.scot/id/statistical-geography/S01010732,Alness - 01,46500,70000,40415,94250,49350,130500,0,0,0,182000,0,88000,90000,177500,0,0,0,98500,96500
http://statistics.gov.scot/id/statistical-geography/S01010733,Alness - 02,21945,42900,115000,81500,75000,83000,91000,0,0,0,0,0,123000,0,110000,0,106000,0,135000
http://statistics.gov.scot/id/statistical-geography/S01010734,Alness - 03,170000,33675,46200,140000,172500,162500,0,0,123500,175000,126500,155000,178000,180000,0,112500,150000,0,110000
http://statistics.gov.scot/id/statistical-geography/S01010735,Alness - 04,"",0,164000,182500,117250,0,0,0,0,0,0,169000,144000,0,0,210000,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01010736,Alness - 05,102000,113250,126500,139000,159000,169000,136000,146000,160500,150000,152000,146000,166250,164500,150000,162500,167500,184000,180000
http://statistics.gov.scot/id/statistical-geography/S01010737,Alness - 06,58550,83500,126500,110000,112500,130000,110000,122500,113500,110000,137500,112000,120000,116500,134995,140000,150975,160500,155000
http://statistics.gov.scot/id/statistical-geography/S01010738,Alness - 07,33660,0,85075,92500,0,0,110000,0,118000,103500,127500,"",105000,90000,122500,130000,131500,122000,147000
http://statistics.gov.scot/id/statistical-geography/S01010739,Alness - 08,65000,76005,91111,96000,133950,106000,82000,103250,102000,109000,113500,102000,110000,125000,100000,136000,132500,155500,165000
http://statistics.gov.scot/id/statistical-geography/S01007999,Altonhill North and Onthank - 01,58000,59377.5,45600,73000,82000,68500,62788.5,62000,70000,100000,48500,55000,58000,62000,67750,57000,77202,86050,0
http://statistics.gov.scot/id/statistical-geography/S01008000,Altonhill North and Onthank - 02,22440,21725,34375,60000,84000,61000,58500,0,36550,45000,59000,58000,63750,60000,47125,63500,0,70000,78750
http://statistics.gov.scot/id/statistical-geography/S01008001,Altonhill North and Onthank - 03,20500,29760,63000,63250,0,0,0,0,0,48500,42000,0,50375,0,65000,0,42250,71500,67875
http://statistics.gov.scot/id/statistical-geography/S01008002,Altonhill North and Onthank - 04,34000,25020,0,36730,53800,"",0,0,0,0,40000,36000,0,26680,0,0,"",0,0
http://statistics.gov.scot/id/statistical-geography/S01008003,Altonhill North and Onthank - 05,74250,80100,102000,98750,109500,80000,95000,75000,0,0,0,65000,83997.5,0,0,79995,93000,83249,124500
http://statistics.gov.scot/id/statistical-geography/S01008004,Altonhill North and Onthank - 06,0,119000,131000,160502,148750,136000,126000,112000,112500,100000,100000,114000,116040,117000,123250,145000,127000,145000,145000
http://statistics.gov.scot/id/statistical-geography/S01008005,"Altonhill South, Longpark and Hillhead - 01","","","",141000,140500,140000,139000,146495,125997.5,146245,132497.5,135000,127500,142000,127250,130000,121000,140075,171750
http://statistics.gov.scot/id/statistical-geography/S01008006,"Altonhill South, Longpark and Hillhead - 02",0,27950,52000,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,68450
http://statistics.gov.scot/id/statistical-geography/S01008007,"Altonhill South, Longpark and Hillhead - 03",25000,32000,40000,50750,43000,45000,0,52000,29000,34000,28000,31500,32875,30006,32500,25000,29875,26500,34750
http://statistics.gov.scot/id/statistical-geography/S01008008,"Altonhill South, Longpark and Hillhead - 04",84075,95000,98500,116000,119995,0,0,0,0,0,0,105000,0,117250,110000,0,0,0,0
